call_id,issue_type,call_duration_seconds,duration_ratio,num_turns,transcript_text,csat_score,csat_range,resolution_status,repeat_contact,emotional_arc,duration_ordinal,intent_account,intent_billing,intent_complaint,intent_delivery,intent_login,intent_network,intent_payment,intent_refund,intent_subscription,intent_technical,talk_time_ratio,interruption_count,resolution_flag,avg_agent_words,avg_customer_words,mean_sentiment,last_20_sentiment,std_sentiment,empathy_density,apology_count,transfer_count,duration_deviation
1165,network,484,1.2,35,Turn 1: CUSTOMER: third time calling | Turn 2: AGENT: let me verify your details | Turn 3: CUSTOMER: can you please help me | Turn 4: AGENT: thank you for your patience | Turn 5: CUSTOMER: this is really frustrating | Turn 6: AGENT: I will resolve this for you | Turn 7: CUSTOMER: can you please help me | Turn 8: AGENT: your issue is important to us | Turn 9: CUSTOMER: I already tried that | Turn 10: AGENT: is there anything else | Turn 11: CUSTOMER: this is really frustrating | Turn 12: AGENT: we are working on it | Turn 13: CUSTOMER: thanks that solved it | Turn 14: AGENT: thanks for waiting | Turn 15: CUSTOMER: nothing is working | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: nothing is working | Turn 18: AGENT: sorry for the trouble | Turn 19: CUSTOMER: this is really frustrating | Turn 20: AGENT: happy to resolve this | Turn 21: CUSTOMER: thanks for the support | Turn 22: AGENT: I understand your frustration | Turn 23: CUSTOMER: this makes no sense | Turn 24: AGENT: I am looking into your issue | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: thanks for waiting | Turn 27: CUSTOMER: I am not happy with the service | Turn 28: AGENT: thank you for calling | Turn 29: CUSTOMER: I already tried that | Turn 30: AGENT: let me verify your details | Turn 31: CUSTOMER: I need this resolved today | Turn 32: AGENT: this should work now | Turn 33: CUSTOMER: this is really frustrating | Turn 34: AGENT: I am looking into your issue | Turn 35: CUSTOMER: really appreciate your help,4,high,resolved,0.0,rise,1,False,False,False,False,False,True,False,False,False,False,0.486,5,0,5.59,5.11,0.0778,0.0632,0.3791,0.059,1,0,0.6114
1473,account,259,0.62,31,Turn 1: CUSTOMER: this is really frustrating | Turn 2: AGENT: I will escalate this | Turn 3: CUSTOMER: I need this resolved today | Turn 4: AGENT: I will resolve this for you | Turn 5: CUSTOMER: this should not happen | Turn 6: AGENT: I can help you with that | Turn 7: CUSTOMER: can you please help me | Turn 8: AGENT: we are working on it | Turn 9: CUSTOMER: really appreciate your help | Turn 10: AGENT: I appreciate your patience | Turn 11: CUSTOMER: why is this happening again | Turn 12: AGENT: I can help you with that | Turn 13: CUSTOMER: thanks that solved it | Turn 14: AGENT: I am looking into your issue | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: let me verify your details | Turn 17: CUSTOMER: this is annoying honestly | Turn 18: AGENT: I am looking into your issue | Turn 19: CUSTOMER: this is really frustrating | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: I can help you with that | Turn 23: CUSTOMER: okay that helps | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: this is really frustrating | Turn 26: AGENT: this should work now | Turn 27: CUSTOMER: this should not happen | Turn 28: AGENT: please hold for a moment | Turn 29: CUSTOMER: third time calling | Turn 30: AGENT: thank you for your patience | Turn 31: CUSTOMER: this is annoying honestly,4,high,resolved,1.0,rise,0,True,False,False,False,False,False,False,False,False,False,0.484,3,0,6.2,5.06,0.1344,0.0377,0.3324,0.067,0,0,-0.5771
597,refund,378,0.88,50,Turn 1: CUSTOMER: this keeps happening | Turn 2: AGENT: I will resolve this for you | Turn 3: CUSTOMER: this should not happen | Turn 4: AGENT: I understand your frustration | Turn 5: CUSTOMER: this keeps happening | Turn 6: AGENT: I will resolve this for you | Turn 7: CUSTOMER: why is this happening again | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: I am not happy with the service | Turn 10: AGENT: I will escalate this | Turn 11: CUSTOMER: why is this happening again | Turn 12: AGENT: thank you for calling | Turn 13: CUSTOMER: I am getting upset now | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: this makes no sense | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: really appreciate your help | Turn 18: AGENT: glad to help | Turn 19: CUSTOMER: can you please help me | Turn 20: AGENT: I completely understand | Turn 21: CUSTOMER: okay that helps | Turn 22: AGENT: we are working on it | Turn 23: CUSTOMER: thanks that solved it | Turn 24: AGENT: is there anything else | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: thanks for waiting | Turn 27: CUSTOMER: okay that helps | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: I need this resolved today | Turn 30: AGENT: I completely understand | Turn 31: CUSTOMER: I am getting upset now | Turn 32: AGENT: thank you for calling | Turn 33: CUSTOMER: third time calling | Turn 34: AGENT: I apologize for the inconvenience | Turn 35: CUSTOMER: can you please help me | Turn 36: AGENT: I completely understand | Turn 37: CUSTOMER: I am not happy with the service | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: this makes no sense | Turn 40: AGENT: let me verify your details | Turn 41: CUSTOMER: nothing is working | Turn 42: AGENT: we will fix this | Turn 43: CUSTOMER: third time calling | Turn 44: AGENT: glad to help | Turn 45: CUSTOMER: I need this resolved today | Turn 46: AGENT: thanks for waiting | Turn 47: CUSTOMER: why is this happening again | Turn 48: AGENT: I apologize for the inconvenience | Turn 49: CUSTOMER: my issue is still not fixed | Turn 50: AGENT: let me verify your details,2,low,unresolved,1.0,rise,0,False,False,False,False,False,False,False,True,False,False,0.5,13,0,5.08,5.4,0.0986,0.1078,0.3211,0.2,0,0,-0.5657
557,refund,509,1.18,45,Turn 1: CUSTOMER: I am getting upset now | Turn 2: AGENT: I will resolve this for you | Turn 3: CUSTOMER: really appreciate your help | Turn 4: AGENT: your issue is important to us | Turn 5: CUSTOMER: why is this happening again | Turn 6: AGENT: let me check that for you | Turn 7: CUSTOMER: I already tried that | Turn 8: AGENT: I completely understand | Turn 9: CUSTOMER: I don't understand the problem | Turn 10: AGENT: I completely understand | Turn 11: CUSTOMER: third time calling | Turn 12: AGENT: thank you for calling | Turn 13: CUSTOMER: this makes no sense | Turn 14: AGENT: thank you for calling | Turn 15: CUSTOMER: nothing is working | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: this makes no sense | Turn 18: AGENT: let me verify your details | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: I am looking into your issue | Turn 21: CUSTOMER: I am not happy with the service | Turn 22: AGENT: I am looking into your issue | Turn 23: CUSTOMER: I called yesterday also | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: third time calling | Turn 26: AGENT: this should work now | Turn 27: CUSTOMER: I am getting upset now | Turn 28: AGENT: I can help you with that | Turn 29: CUSTOMER: can you please help me | Turn 30: AGENT: let me check that for you | Turn 31: CUSTOMER: this makes no sense | Turn 32: AGENT: I apologize for the inconvenience | Turn 33: CUSTOMER: this keeps happening | Turn 34: AGENT: thank you for calling | Turn 35: CUSTOMER: really appreciate your help | Turn 36: AGENT: glad to help | Turn 37: CUSTOMER: I called yesterday also | Turn 38: AGENT: I appreciate your patience | Turn 39: CUSTOMER: I called yesterday also | Turn 40: AGENT: your issue is important to us | Turn 41: CUSTOMER: finally someone answered | Turn 42: AGENT: I completely understand | Turn 43: CUSTOMER: still confused | Turn 44: AGENT: let me verify your details | Turn 45: CUSTOMER: please check again,2,low,unresolved,0.0,rise,1,False,False,False,False,False,False,False,True,False,False,0.489,11,0,5.73,4.96,0.0838,0.0671,0.2896,0.182,0,0,0.4343
909,login,272,0.67,31,Turn 1: CUSTOMER: my issue is still not fixed | Turn 2: AGENT: we are working on it | Turn 3: CUSTOMER: please check again | Turn 4: AGENT: I understand your frustration | Turn 5: CUSTOMER: finally someone answered | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: third time calling | Turn 8: AGENT: I can help you with that | Turn 9: CUSTOMER: finally someone answered | Turn 10: AGENT: thanks for waiting | Turn 11: CUSTOMER: finally someone answered | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: please check again | Turn 14: AGENT: I understand your frustration | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: glad to help | Turn 17: CUSTOMER: really appreciate your help | Turn 18: AGENT: let me check that for you | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: your issue is important to us | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: glad to help | Turn 23: CUSTOMER: third time calling | Turn 24: AGENT: thanks for waiting | Turn 25: CUSTOMER: this is annoying honestly | Turn 26: AGENT: is there anything else | Turn 27: CUSTOMER: I am getting upset now | Turn 28: AGENT: sorry for the trouble | Turn 29: CUSTOMER: this makes no sense | Turn 30: AGENT: happy to resolve this | Turn 31: CUSTOMER: okay that helps,4,high,resolved,0.0,rise,0,False,False,False,False,True,False,False,False,False,False,0.484,12,0,5.2,4.62,0.0838,0.0323,0.371,0.2,1,0,-0.44
1521,billing,637,1.3,35,Turn 1: CUSTOMER: I already tried that | Turn 2: AGENT: we will fix this | Turn 3: CUSTOMER: I don't understand the problem | Turn 4: AGENT: is there anything else | Turn 5: CUSTOMER: I waited so long | Turn 6: AGENT: your issue is important to us | Turn 7: CUSTOMER: third time calling | Turn 8: AGENT: this should work now | Turn 9: CUSTOMER: really appreciate your help | Turn 10: AGENT: let me verify your details | Turn 11: CUSTOMER: third time calling | Turn 12: AGENT: I completely understand | Turn 13: CUSTOMER: this is taking too long | Turn 14: AGENT: I am looking into your issue | Turn 15: CUSTOMER: this is taking too long | Turn 16: AGENT: sorry for the trouble | Turn 17: CUSTOMER: I called yesterday also | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: this is annoying honestly | Turn 20: AGENT: sorry for the trouble | Turn 21: CUSTOMER: can you please help me | Turn 22: AGENT: we will fix this | Turn 23: CUSTOMER: I called yesterday also | Turn 24: AGENT: I understand your frustration | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: I will escalate this | Turn 27: CUSTOMER: this makes no sense | Turn 28: AGENT: I will escalate this | Turn 29: CUSTOMER: please check again | Turn 30: AGENT: I completely understand | Turn 31: CUSTOMER: my issue is still not fixed | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: this is really frustrating | Turn 34: AGENT: glad to help | Turn 35: CUSTOMER: third time calling,4,high,resolved,1.0,rise,1,False,True,False,False,False,False,False,False,False,False,0.486,8,0,5.18,5.06,0.0452,0.1312,0.2863,0.176,2,0,0.2971
1772,technical,597,1.15,34,Turn 1: CUSTOMER: I called yesterday also | Turn 2: AGENT: let me check that for you | Turn 3: CUSTOMER: I am not happy with the service | Turn 4: AGENT: thank you for your patience | Turn 5: CUSTOMER: can you please help me | Turn 6: AGENT: I am looking into your issue | Turn 7: CUSTOMER: thanks that solved it | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: I am not happy with the service | Turn 10: AGENT: happy to resolve this | Turn 11: CUSTOMER: my issue is still not fixed | Turn 12: AGENT: I am looking into your issue | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: I need this resolved today | Turn 16: AGENT: thanks for waiting | Turn 17: CUSTOMER: thanks for the support | Turn 18: AGENT: thank you for your patience | Turn 19: CUSTOMER: why is this happening again | Turn 20: AGENT: thank you for your patience | Turn 21: CUSTOMER: I need this resolved today | Turn 22: AGENT: I am looking into your issue | Turn 23: CUSTOMER: third time calling | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: still confused | Turn 26: AGENT: let me verify your details | Turn 27: CUSTOMER: my issue is still not fixed | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: thanks for the support | Turn 30: AGENT: your issue is important to us | Turn 31: CUSTOMER: nothing is working | Turn 32: AGENT: I apologize for the inconvenience | Turn 33: CUSTOMER: I am not happy with the service | Turn 34: AGENT: I can help you with that,5,high,resolved,0.0,v_shape,1,False,False,False,False,False,False,False,False,False,True,0.5,4,0,6.0,5.76,0.1403,0.079,0.3231,0.059,0,0,0.2229
2101,billing,441,0.9,49,Turn 1: CUSTOMER: I am not happy with the service | Turn 2: AGENT: sorry for the trouble | Turn 3: CUSTOMER: thanks for the support | Turn 4: AGENT: thank you for calling | Turn 5: CUSTOMER: I called yesterday also | Turn 6: AGENT: let me verify your details | Turn 7: CUSTOMER: I waited so long | Turn 8: AGENT: I appreciate your patience | Turn 9: CUSTOMER: okay that helps | Turn 10: AGENT: glad to help | Turn 11: CUSTOMER: this makes no sense | Turn 12: AGENT: please hold for a moment | Turn 13: CUSTOMER: please check again | Turn 14: AGENT: I completely understand | Turn 15: CUSTOMER: can you please help me | Turn 16: AGENT: let me verify your details | Turn 17: CUSTOMER: thanks that solved it | Turn 18: AGENT: thank you for calling | Turn 19: CUSTOMER: I already tried that | Turn 20: AGENT: I appreciate your patience | Turn 21: CUSTOMER: I called yesterday also | Turn 22: AGENT: I apologize for the inconvenience | Turn 23: CUSTOMER: can you please help me | Turn 24: AGENT: please hold for a moment | Turn 25: CUSTOMER: I waited so long | Turn 26: AGENT: glad to help | Turn 27: CUSTOMER: thanks for the support | Turn 28: AGENT: I will resolve this for you | Turn 29: CUSTOMER: nothing is working | Turn 30: AGENT: is there anything else | Turn 31: CUSTOMER: still confused | Turn 32: AGENT: we are working on it | Turn 33: CUSTOMER: this should not happen | Turn 34: AGENT: please hold for a moment | Turn 35: CUSTOMER: I already tried that | Turn 36: AGENT: I will resolve this for you | Turn 37: CUSTOMER: please check again | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: thanks that solved it | Turn 40: AGENT: please hold for a moment | Turn 41: CUSTOMER: I am not happy with the service | Turn 42: AGENT: glad to help | Turn 43: CUSTOMER: I waited so long | Turn 44: AGENT: we will fix this | Turn 45: CUSTOMER: I already tried that | Turn 46: AGENT: thank you for calling | Turn 47: CUSTOMER: I don't understand the problem | Turn 48: AGENT: please hold for a moment | Turn 49: CUSTOMER: my issue is still not fixed,1,low,unresolved,0.0,rise,1,False,True,False,False,False,False,False,False,False,False,0.49,9,0,5.38,5.16,0.1908,0.1539,0.3218,0.125,1,0,0.2971
802,technical,654,1.26,30,Turn 1: CUSTOMER: really appreciate your help | Turn 2: AGENT: this should work now | Turn 3: CUSTOMER: thanks that solved it | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: this is taking too long | Turn 6: AGENT: thank you for your patience | Turn 7: CUSTOMER: my issue is still not fixed | Turn 8: AGENT: is there anything else | Turn 9: CUSTOMER: I already tried that | Turn 10: AGENT: happy to resolve this | Turn 11: CUSTOMER: thanks for the support | Turn 12: AGENT: I will escalate this | Turn 13: CUSTOMER: this keeps happening | Turn 14: AGENT: I can help you with that | Turn 15: CUSTOMER: this is taking too long | Turn 16: AGENT: I understand your frustration | Turn 17: CUSTOMER: I am getting upset now | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: why is this happening again | Turn 20: AGENT: glad to help | Turn 21: CUSTOMER: okay that helps | Turn 22: AGENT: I apologize for the inconvenience | Turn 23: CUSTOMER: this is taking too long | Turn 24: AGENT: let me verify your details | Turn 25: CUSTOMER: nothing is working | Turn 26: AGENT: thank you for your patience | Turn 27: CUSTOMER: why is this happening again | Turn 28: AGENT: sorry for the trouble | Turn 29: CUSTOMER: I waited so long | Turn 30: AGENT: I completely understand,4,high,resolved,1.0,fall,1,False,False,False,False,False,False,False,False,False,True,0.5,5,0,5.47,5.33,0.124,-0.0163,0.3333,0.133,1,0,0.2229
885,network,393,0.98,49,Turn 1: CUSTOMER: why is this happening again | Turn 2: AGENT: I am looking into your issue | Turn 3: CUSTOMER: this is really frustrating | Turn 4: AGENT: I will escalate this | Turn 5: CUSTOMER: thanks for the support | Turn 6: AGENT: thanks for waiting | Turn 7: CUSTOMER: I am not happy with the service | Turn 8: AGENT: we are working on it | Turn 9: CUSTOMER: third time calling | Turn 10: AGENT: I will resolve this for you | Turn 11: CUSTOMER: I called yesterday also | Turn 12: AGENT: happy to resolve this | Turn 13: CUSTOMER: nothing is working | Turn 14: AGENT: thank you for your patience | Turn 15: CUSTOMER: I called yesterday also | Turn 16: AGENT: please hold for a moment | Turn 17: CUSTOMER: thanks for the support | Turn 18: AGENT: is there anything else | Turn 19: CUSTOMER: okay that helps | Turn 20: AGENT: sorry for the trouble | Turn 21: CUSTOMER: this is really frustrating | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: nothing is working | Turn 24: AGENT: please hold for a moment | Turn 25: CUSTOMER: third time calling | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: can you please help me | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: I am getting upset now | Turn 30: AGENT: please hold for a moment | Turn 31: CUSTOMER: okay that helps | Turn 32: AGENT: I apologize for the inconvenience | Turn 33: CUSTOMER: I waited so long | Turn 34: AGENT: please hold for a moment | Turn 35: CUSTOMER: really appreciate your help | Turn 36: AGENT: I apologize for the inconvenience | Turn 37: CUSTOMER: third time calling | Turn 38: AGENT: I appreciate your patience | Turn 39: CUSTOMER: thanks that solved it | Turn 40: AGENT: we are working on it | Turn 41: CUSTOMER: can you please help me | Turn 42: AGENT: let me check that for you | Turn 43: CUSTOMER: thanks that solved it | Turn 44: AGENT: I apologize for the inconvenience | Turn 45: CUSTOMER: can you please help me | Turn 46: AGENT: I will resolve this for you | Turn 47: CUSTOMER: I already tried that | Turn 48: AGENT: I understand your frustration | Turn 49: CUSTOMER: really appreciate your help,2,low,unresolved,0.0,rise,0,False,False,False,False,False,True,False,False,False,False,0.49,9,0,5.83,5.0,0.1516,0.2184,0.3706,0.083,1,0,-0.3886
853,account,271,0.64,46,Turn 1: CUSTOMER: I am not happy with the service | Turn 2: AGENT: thank you for calling | Turn 3: CUSTOMER: this should not happen | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: this is really frustrating | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: I don't understand the problem | Turn 8: AGENT: is there anything else | Turn 9: CUSTOMER: this keeps happening | Turn 10: AGENT: thanks for waiting | Turn 11: CUSTOMER: my issue is still not fixed | Turn 12: AGENT: we are working on it | Turn 13: CUSTOMER: I need this resolved today | Turn 14: AGENT: glad to help | Turn 15: CUSTOMER: third time calling | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: I already tried that | Turn 18: AGENT: thank you for calling | Turn 19: CUSTOMER: third time calling | Turn 20: AGENT: I understand your frustration | Turn 21: CUSTOMER: nothing is working | Turn 22: AGENT: is there anything else | Turn 23: CUSTOMER: this makes no sense | Turn 24: AGENT: your issue is important to us | Turn 25: CUSTOMER: I already tried that | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: I called yesterday also | Turn 28: AGENT: your issue is important to us | Turn 29: CUSTOMER: really appreciate your help | Turn 30: AGENT: I am looking into your issue | Turn 31: CUSTOMER: nothing is working | Turn 32: AGENT: thanks for waiting | Turn 33: CUSTOMER: please check again | Turn 34: AGENT: this should work now | Turn 35: CUSTOMER: okay that helps | Turn 36: AGENT: thanks for waiting | Turn 37: CUSTOMER: nothing is working | Turn 38: AGENT: we will fix this | Turn 39: CUSTOMER: I am not happy with the service | Turn 40: AGENT: I am looking into your issue | Turn 41: CUSTOMER: this should not happen | Turn 42: AGENT: your issue is important to us | Turn 43: CUSTOMER: I waited so long | Turn 44: AGENT: this should work now | Turn 45: CUSTOMER: please check again | Turn 46: AGENT: thank you for calling,3,medium,unresolved,1.0,rise,0,True,False,False,False,False,False,False,False,False,False,0.5,14,0,5.39,5.04,0.0694,0.0423,0.2868,0.087,0,0,-0.5771
1371,billing,610,1.24,28,Turn 1: CUSTOMER: thanks for the support | Turn 2: AGENT: is there anything else | Turn 3: CUSTOMER: really appreciate your help | Turn 4: AGENT: happy to resolve this | Turn 5: CUSTOMER: I called yesterday also | Turn 6: AGENT: sorry for the trouble | Turn 7: CUSTOMER: I already tried that | Turn 8: AGENT: this should work now | Turn 9: CUSTOMER: thanks for the support | Turn 10: AGENT: I will resolve this for you | Turn 11: CUSTOMER: I waited so long | Turn 12: AGENT: I appreciate your patience | Turn 13: CUSTOMER: I don't understand the problem | Turn 14: AGENT: I understand your frustration | Turn 15: CUSTOMER: I don't understand the problem | Turn 16: AGENT: thank you for calling | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: third time calling | Turn 20: AGENT: let me check that for you | Turn 21: CUSTOMER: why is this happening again | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: I am getting upset now | Turn 24: AGENT: I can help you with that | Turn 25: CUSTOMER: third time calling | Turn 26: AGENT: I am looking into your issue | Turn 27: CUSTOMER: I waited so long | Turn 28: AGENT: let me check that for you,4,high,resolved,1.0,flat,1,False,True,False,False,False,False,False,False,False,False,0.5,4,0,5.64,5.07,0.1596,0.0034,0.3259,0.143,1,0,0.2971
1316,delivery,543,1.08,37,Turn 1: CUSTOMER: please check again | Turn 2: AGENT: your issue is important to us | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: I am looking into your issue | Turn 5: CUSTOMER: really appreciate your help | Turn 6: AGENT: let me verify your details | Turn 7: CUSTOMER: nothing is working | Turn 8: AGENT: I apologize for the inconvenience | Turn 9: CUSTOMER: please check again | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: can you please help me | Turn 12: AGENT: I will resolve this for you | Turn 13: CUSTOMER: really appreciate your help | Turn 14: AGENT: is there anything else | Turn 15: CUSTOMER: still confused | Turn 16: AGENT: I understand your frustration | Turn 17: CUSTOMER: I don't understand the problem | Turn 18: AGENT: I apologize for the inconvenience | Turn 19: CUSTOMER: I am getting upset now | Turn 20: AGENT: we will fix this | Turn 21: CUSTOMER: why is this happening again | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: why is this happening again | Turn 24: AGENT: let me verify your details | Turn 25: CUSTOMER: I called yesterday also | Turn 26: AGENT: I understand your frustration | Turn 27: CUSTOMER: this is taking too long | Turn 28: AGENT: glad to help | Turn 29: CUSTOMER: I am not happy with the service | Turn 30: AGENT: I appreciate your patience | Turn 31: CUSTOMER: I waited so long | Turn 32: AGENT: thanks for waiting | Turn 33: CUSTOMER: really appreciate your help | Turn 34: AGENT: I appreciate your patience | Turn 35: CUSTOMER: I already tried that | Turn 36: AGENT: sorry for the trouble | Turn 37: CUSTOMER: can you please help me,3,medium,unresolved,1.0,v_shape,1,False,False,False,True,False,False,False,False,False,False,0.486,5,0,5.61,5.26,0.1211,0.2641,0.3595,0.222,1,0,0.3371
923,account,521,1.24,25,Turn 1: CUSTOMER: I am not happy with the service | Turn 2: AGENT: I completely understand | Turn 3: CUSTOMER: I already tried that | Turn 4: AGENT: I understand your frustration | Turn 5: CUSTOMER: this is taking too long | Turn 6: AGENT: I will resolve this for you | Turn 7: CUSTOMER: this should not happen | Turn 8: AGENT: thank you for your patience | Turn 9: CUSTOMER: I need this resolved today | Turn 10: AGENT: I will escalate this | Turn 11: CUSTOMER: I don't understand the problem | Turn 12: AGENT: is there anything else | Turn 13: CUSTOMER: still confused | Turn 14: AGENT: we will fix this | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: thanks for waiting | Turn 17: CUSTOMER: this keeps happening | Turn 18: AGENT: let me check that for you | Turn 19: CUSTOMER: nothing is working | Turn 20: AGENT: I completely understand | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: we will fix this | Turn 23: CUSTOMER: this makes no sense | Turn 24: AGENT: we will fix this | Turn 25: CUSTOMER: I already tried that,2,low,unresolved,0.0,flat,1,True,False,False,False,False,False,False,False,False,False,0.48,7,0,5.17,5.08,-0.0132,-0.0592,0.2432,0.25,0,0,0.4229
1460,complaint,605,1.24,28,Turn 1: CUSTOMER: still confused | Turn 2: AGENT: thank you for calling | Turn 3: CUSTOMER: please check again | Turn 4: AGENT: let me verify your details | Turn 5: CUSTOMER: I waited so long | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: I don't understand the problem | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: this is taking too long | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: okay that helps | Turn 12: AGENT: I understand your frustration | Turn 13: CUSTOMER: this makes no sense | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: I already tried that | Turn 16: AGENT: I understand your frustration | Turn 17: CUSTOMER: nothing is working | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: really appreciate your help | Turn 20: AGENT: I will resolve this for you | Turn 21: CUSTOMER: my issue is still not fixed | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: I need this resolved today | Turn 24: AGENT: I am looking into your issue | Turn 25: CUSTOMER: nothing is working | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: thanks for the support | Turn 28: AGENT: I appreciate your patience,4,high,resolved,1.0,v_shape,1,False,False,True,False,False,False,False,False,False,False,0.5,5,0,5.71,4.93,0.0792,0.1716,0.3231,0.286,0,0,0.4286
2001,billing,385,0.79,41,Turn 1: CUSTOMER: this keeps happening | Turn 2: AGENT: I am looking into your issue | Turn 3: CUSTOMER: I am getting upset now | Turn 4: AGENT: let me check that for you | Turn 5: CUSTOMER: I am getting upset now | Turn 6: AGENT: I appreciate your patience | Turn 7: CUSTOMER: this makes no sense | Turn 8: AGENT: I am looking into your issue | Turn 9: CUSTOMER: I already tried that | Turn 10: AGENT: I will escalate this | Turn 11: CUSTOMER: why is this happening again | Turn 12: AGENT: I completely understand | Turn 13: CUSTOMER: I don't understand the problem | Turn 14: AGENT: let me check that for you | Turn 15: CUSTOMER: I called yesterday also | Turn 16: AGENT: I can help you with that | Turn 17: CUSTOMER: I don't understand the problem | Turn 18: AGENT: thank you for your patience | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: we are working on it | Turn 21: CUSTOMER: I waited so long | Turn 22: AGENT: thanks for waiting | Turn 23: CUSTOMER: I need this resolved today | Turn 24: AGENT: let me verify your details | Turn 25: CUSTOMER: this makes no sense | Turn 26: AGENT: sorry for the trouble | Turn 27: CUSTOMER: why is this happening again | Turn 28: AGENT: sorry for the trouble | Turn 29: CUSTOMER: thanks for the support | Turn 30: AGENT: I understand your frustration | Turn 31: CUSTOMER: really appreciate your help | Turn 32: AGENT: I appreciate your patience | Turn 33: CUSTOMER: this is taking too long | Turn 34: AGENT: I completely understand | Turn 35: CUSTOMER: this should not happen | Turn 36: AGENT: this should work now | Turn 37: CUSTOMER: third time calling | Turn 38: AGENT: is there anything else | Turn 39: CUSTOMER: I waited so long | Turn 40: AGENT: let me verify your details | Turn 41: CUSTOMER: this is really frustrating,2,low,unresolved,0.0,rise,0,False,True,False,False,False,False,False,False,False,False,0.488,5,0,5.55,5.24,0.0393,-0.0547,0.3001,0.25,2,0,-0.7029
